year,country,event,gender,name,time
2014,Albania,1500m,female,Luiza Gega (Albania),04:03.1
2014,Algeria,1500m,male,Taoufik Makhloufi (Algeria),03:30.4
2014,Algeria,3000m Steeplechase,female,Amina Betiche (Algeria),09:29.2
2014,Algeria,800m,male,Taoufik Makhloufi (Algeria),01:43.5
2014,Australia,1500m,female,Zoe Buckman (Australia),04:04.1
2014,Australia,3000m Steeplechase,female,Genevieve LaCaze (Australia),09:33.2
2014,Australia,3000m Steeplechase,female,Madeleine Heiner (Australia),09:34.0
2014,Australia,5000m,female,Eloise Wellings (Australia),15:15.0
2014,Australia,800m,male,Alex Rowe (Australia),01:44.4
2014,Azerbaijan,5000m,male,Hayle Ibrahimov (Azerbaijan),13:09.2
2014,Bahrain,10000m,male,El Hassan El Abbassi (Bahrain),27:33.0
2014,Bahrain,1500m,female,Mimi Belete (Bahrain),04:00.1
2014,Bahrain,1500m,female,Maryam Jamal (Bahrain),04:04.1
2014,Bahrain,1500m,male,Benson Seurei (Bahrain),03:34.2
2014,Bahrain,3000m Steeplechase,female,Ruth Chebet (Bahrain),09:20.5
2014,Bahrain,5000m,female,Maryam Jamal (Bahrain),14:59.7
2014,Bahrain,5000m,female,Mimi Belete (Bahrain),15:00.9
2014,Bahrain,5000m,female,Tejitu Daba (Bahrain),15:15.7
2014,Bahrain,5000m,male,Albert Rop (Bahrain),13:06.1
2014,Bahrain,marathon,female,Eunice Jepkirui (Bahrain),2:25:37
2014,Bahrain,marathon,male,Shumi Dechasa (Bahrain),2:06:43
2014,Belarus,3000m Steeplechase,female,Sviatlana Kudzelich (Belarus),09:28.0
2014,Belarus,800m,female,Maryna Arzamasova (Belarus),01:58.1
2014,Belarus,marathon,female,Aliaksandra Duliba (Belarus),2:24:43
2014,Belgium,10000m,female,Almensch Belete (Belgium),31:43.1
2014,Belgium,10000m,male,Bashir Abdi (Belgium),27:36.4
2014,Belgium,1500m,male,Pieter-Jan Hannes (Belgium),03:34.5
2014,Benin,800m,female,Noélie Yarigo (Benin),02:00.5
2014,Botswana,800m,male,Nijel Amos (Botswana),01:42.0
2014,Brazil,800m,male,Kléberson Davide (Brazil),01:45.3
2014,Bulgaria,3000m Steeplechase,male,Mitko Tsenov (Bulgaria),08:20.9
2014,Canada,10000m,male,Cam Levins (Canada),27:36.0
2014,Canada,1500m,female,Nicole Sifuentes (Canada),04:04.9
2014,Canada,1500m,female,Kate Van Buskirk (Canada),04:05.4
2014,Canada,3000m Steeplechase,female,Jessica Furlan (Canada),09:33.5
2014,Canada,3000m Steeplechase,male,Matt Hughes (Canada),08:12.8
2014,Canada,5000m,female,Jessica O’Connell (Canada),15:13.2
2014,Canada,800m,female,Melissa Bishop (Canada),01:59.7
2014,Canada,800m,male,Brandon McBride (Canada),01:45.3
2014,China,10000m,female,Changqin Ding (China),31:53.1
2014,China,3000m Steeplechase,female,Zhenzhu Li (China),09:35.2
2014,China,5000m,female,Changqin Ding (China),15:12.5
2014,China,800m,female,Jing Zhao (China),
2014,Colombia,800m,male,Rafith Rodíguez (Colombia),01:44.8
2014,Cuba,800m,female,Sahily Diago (Cuba),01:57.7
2014,Cuba,800m,female,Rose Almanza (Cuba),01:59.5
2014,Cuba,800m,male,Yeimer López (Cuba),01:43.7
2014,Czech Republic,1500m,male,Jakub Holuša (Czech Republic),03:35.3
2014,Czech Republic,800m,female,Lenka Masná (Czech Republic),01:59.9
2014,Denmark,800m,male,Andreas Bube (Denmark),01:45.2
2014,Djibouti,1500m,male,Ayanleh Souleiman (Djibouti),03:29.6
2014,Djibouti,800m,male,Ayanleh Souleiman (Djibouti),01:43.7
2014,Eritrea,10000m,male,Teklemariam Medhin (Eritrea),27:38.8
2014,Eritrea,10000m,male,Goitom Kifle (Eritrea),27:43.3
2014,Ethiopia,10000m,male,Zewdie Milion (Ethiopia),27:36.4
2014,Ethiopia,10000m,male,Kassa Mekashaw (Ethiopia),27:38.9
2014,Ethiopia,10000m,male,Melaku Abera (Ethiopia),27:42.4
2014,Ethiopia,10000m,male,Birhan Nebebew (Ethiopia),27:42.9
2014,Ethiopia,10000m,male,Agato Yashin (Ethiopia),27:51.7
2014,Ethiopia,10000m,male,Tasama Dame (Ethiopia),27:55.2
2014,Ethiopia,1500m,female,Genzebe Dibaba (Ethiopia),03:55.2
2014,Ethiopia,1500m,female,Dawit Seyaum (Ethiopia),03:59.5
2014,Ethiopia,1500m,female,Axumawit Embaye (Ethiopia),04:02.4
2014,Ethiopia,1500m,female,Gudaf Tsegay (Ethiopia),04:02.8
2014,Ethiopia,1500m,male,Aman Wote (Ethiopia),03:29.9
2014,Ethiopia,1500m,male,Mekonnen Gebremedhin (Ethiopia),03:32.8
2014,Ethiopia,1500m,male,Abiyot Abinet (Ethiopia),03:35.0
2014,Ethiopia,1500m,male,Tesfaye Cheru (Ethiopia),03:35.1
2014,Ethiopia,3000m Steeplechase,female,Hiwot Ayalew (Ethiopia),09:10.6
2014,Ethiopia,3000m Steeplechase,female,Sofia Assefa (Ethiopia),09:11.4
2014,Ethiopia,3000m Steeplechase,female,Etenesh Diro (Ethiopia),09:19.7
2014,Ethiopia,3000m Steeplechase,female,Birtukan Adamu (Ethiopia),09:27.3
2014,Ethiopia,3000m Steeplechase,female,Tigist Mekonen (Ethiopia),09:28.4
2014,Ethiopia,3000m Steeplechase,female,Birtukan Fente (Ethiopia),09:30.8
2014,Ethiopia,3000m Steeplechase,male,Chala Beyo (Ethiopia),08:25.4
2014,Ethiopia,5000m,female,Genzebe Dibaba (Ethiopia),14:28.9
2014,Ethiopia,5000m,female,Almaz Ayana (Ethiopia),14:29.2
2014,Ethiopia,5000m,female,Alemitu Haroye (Ethiopia),14:52.7
2014,Ethiopia,5000m,female,Hiwot Ayalew (Ethiopia),15:09.6
2014,Ethiopia,5000m,female,Alemitu Hawi (Ethiopia),15:10.5
2014,Ethiopia,5000m,female,Etagegne Woldu (Ethiopia),15:11.4
2014,Ethiopia,5000m,female,Buze Diriba (Ethiopia),15:16.8
2014,Ethiopia,5000m,male,Muktar Edris (Ethiopia),12:54.8
2014,Ethiopia,5000m,male,Yenew Alamirew (Ethiopia),13:00.2
2014,Ethiopia,5000m,male,Hagos Gebrhiwet (Ethiopia),13:06.9
2014,Ethiopia,5000m,male,Berhanu Legesse (Ethiopia),13:08.9
2014,Ethiopia,5000m,male,Ibrahim Jeilan (Ethiopia),13:09.7
2014,Ethiopia,5000m,male,Dejen Gebremeskel (Ethiopia),13:09.7
2014,Ethiopia,5000m,male,Yigrem Demelash (Ethiopia),13:11.8
2014,Ethiopia,5000m,male,Imane Merga (Ethiopia),13:11.9
2014,Ethiopia,5000m,male,Kinde Atanaw (Ethiopia),13:12.4
2014,Ethiopia,5000m,male,Getaneh Tamire (Ethiopia),13:13.0
2014,Ethiopia,5000m,male,Leul Gebrselassie (Ethiopia),13:14.6
2014,Ethiopia,800m,female,Tigist Assefa (Ethiopia),01:59.2
2014,Ethiopia,800m,male,Mohamed Aman (Ethiopia),01:42.8
2014,Ethiopia,marathon,female,Tirfe Tsegaye (Ethiopia),2:20:18
2014,Ethiopia,marathon,female,Feyse Tadesse (Ethiopia),2:20:27
2014,Ethiopia,marathon,female,Tirunesh Dibaba (Ethiopia),2:20:35
2014,Ethiopia,marathon,female,Mare Dibaba (Ethiopia),2:21:36
2014,Ethiopia,marathon,female,Tigist Tufa (Ethiopia),2:21:52
2014,Ethiopia,marathon,female,Aberu Kebede (Ethiopia),2:22:21
2014,Ethiopia,marathon,female,Birhane Dibaba (Ethiopia),2:22:30
2014,Ethiopia,marathon,female,Tadelech Bekele (Ethiopia),2:23:02
2014,Ethiopia,marathon,female,Mulu Seboka (Ethiopia),2:23:15
2014,Ethiopia,marathon,female,Firehiwot Dado (Ethiopia),2:23:34
2014,Ethiopia,marathon,female,Ashete Bekele (Ethiopia),2:24:59
2014,Ethiopia,marathon,female,Abebech Afework (Ethiopia),2:25:02
2014,Ethiopia,marathon,female,Meselech Melkamu (Ethiopia),2:25:23
2014,Ethiopia,marathon,female,Meskerem Assefa (Ethiopia),2:25:59
2014,Ethiopia,marathon,female,Gelete Burka (Ethiopia),2:26:03
2014,Ethiopia,marathon,male,Tsegaye Mekonnen (Ethiopia),2:04:32
2014,Ethiopia,marathon,male,Kenenisa Bekele (Ethiopia),2:05:04
2014,Ethiopia,marathon,male,Markos Geneti (Ethiopia),2:05:13
2014,Ethiopia,marathon,male,Getu Feleke (Ethiopia),2:05:41
2014,Ethiopia,marathon,male,Birhanu Gebru (Ethiopia),2:05:49
2014,Ethiopia,marathon,male,Abera Kuma (Ethiopia),2:05:56
2014,Ethiopia,marathon,male,Tadesse Tola (Ethiopia),2:05:57
2014,Ethiopia,marathon,male,Yakob Jarso (Ethiopia),2:06:17
2014,Ethiopia,marathon,male,Tamirat Tola (Ethiopia),2:06:17
2014,Ethiopia,marathon,male,Tilahun Regassa (Ethiopia),2:06:21
2014,Ethiopia,marathon,male,Tsegaye Kebede (Ethiopia),2:06:30
2014,Ethiopia,marathon,male,Ayele Abshero (Ethiopia),2:06:31
2014,Ethiopia,marathon,male,Limenih Getachew (Ethiopia),2:06:49
2014,Ethiopia,marathon,male,Yemane Adhane (Ethiopia),2:06:51
2014,Ethiopia,marathon,male,Tariku Jufar (Ethiopia),2:07:02
2014,Ethiopia,marathon,male,Gebretsadik Adhana (Ethiopia),2:07:06
2014,Ethiopia,marathon,male,Abreham Cherkos (Ethiopia),2:07:08
2014,Ethiopia,marathon,male,Belay Asefa (Ethiopia),2:07:10
2014,Ethiopia,marathon,male,Tebalu Zawude (Ethiopia),2:07:10
2014,Finland,3000m Steeplechase,female,Sandra Eriksson (Finland),09:24.7
2014,France,10000m,female,Clémence Calvin (France),31:52.9
2014,France,1500m,male,Mahiedine Mekhissi (France),03:35.3
2014,France,1500m,male,Florian Carvalho (France),03:35.5
2014,France,3000m Steeplechase,male,Mahiedine Mekhissi (France),08:03.2
2014,France,5000m,female,Clémence Calvin (France),15:07.6
2014,France,5000m,female,Christine Bardelle (France),15:16.0
2014,France,5000m,male,Bob Tahri (France),13:12.2
2014,France,800m,female,Renelle Lamote (France),02:00.1
2014,France,800m,female,Justine Fedronic (France),02:00.4
2014,France,800m,male,Pierre-Ambroise Bosse (France),01:42.5
2014,France,marathon,female,Christelle Daunay (France),2:25:14
2014,Germany,10000m,male,Arne Gabius (Germany),27:55.3
2014,Germany,1500m,male,Homiyu Tesfaye (Germany),03:32.0
2014,Germany,1500m,male,Florian Orth (Germany),03:34.5
2014,Germany,1500m,male,Timo Benitz (Germany),03:34.9
2014,Germany,3000m Steeplechase,female,Antje Möldner-Schmidt (Germany),09:29.4
2014,Germany,3000m Steeplechase,female,Gesa-Felicitas Krause (Germany),09:35.5
2014,Germany,3000m Steeplechase,male,Martin Grau (Germany),08:24.3
2014,h,5000m,female,Sifan Hassan (Holland),14:59.2
2014,Holland,10000m,female,Jip Vastenburg (Holland),32:11.9
2014,Holland,1500m,female,Sifan Hassan (Holland),03:57.0
2014,Holland,1500m,female,Maureen Koster (Holland),04:04.9
2014,Holland,800m,female,Sifan Hassan (Holland),02:00.0
2014,Holland,800m,female,Sanne Verstegen (Holland),02:00.6
2014,India,3000m Steeplechase,female,Lalita Babar (India),09:35.4
2014,India,3000m Steeplechase,female,Sudha Singh (India),09:35.6
2014,India,800m,female,Tintu Luka (India),01:59.2
2014,Ireland,800m,male,Mark English (Ireland),01:45.0
2014,Italy,10000m,male,Daniele Meucci (Italy),27:36.5
2014,Italy,1500m,female,Federica Del Buono (Italy),04:05.3
2014,Italy,3000m Steeplechase,male,Jamel Chatbi (Italy),08:25.4
2014,Italy,marathon,female,Valeria Straneo (Italy),2:25:27
2014,Jamaica,800m,female,Natoya Goule (Jamaica),02:00.3
2014,Japan,10000m,female,Ayumi Hagiwara (Japan),31:41.8
2014,Japan,10000m,female,Kasumi Nishihara (Japan),31:53.7
2014,Japan,10000m,female,Yuka Takashima (Japan),31:55.8
2014,Japan,10000m,female,Rina Yamazaki (Japan),31:56.1
2014,Japan,10000m,female,Hanae Tanaka (Japan),32:00.2
2014,Japan,10000m,female,Eri Makikawa (Japan),32:00.2
2014,Japan,10000m,female,Sairi Maeda (Japan),32:03.4
2014,Japan,10000m,female,Misaki Kato (Japan),32:05.9
2014,Japan,10000m,female,Risa Takenaka (Japan),32:07.1
2014,Japan,10000m,female,Chieko Kido (Japan),32:11.2
2014,Japan,10000m,female,Mao Kiyota (Japan),32:12.3
2014,Japan,10000m,female,Miho Shimizu (Japan),32:14.4
2014,Japan,10000m,female,Kotomi Takayama (Japan),32:15.2
2014,Japan,10000m,female,Miho Ihara (Japan),32:15.4
2014,Japan,10000m,female,Yuki Mitsunobu (Japan),32:17.2
2014,Japan,10000m,male,Tetsuya Yoroizaka (Japan),27:39.0
2014,Japan,10000m,male,Yuki Sato (Japan),27:46.6
2014,Japan,10000m,male,Kenta Murayama (Japan),27:49.9
2014,Japan,10000m,male,Shinobu Kubota (Japan),27:54.2
2014,Japan,5000m,female,Ayuko Suzuki (Japan),15:15.0
2014,Japan,marathon,female,Ryoko Kizaki (Japan),2:25:26
2014,Japan,marathon,female,Eri Hayakawa (Japan),2:25:31
2014,Japan,marathon,female,Yukiko Akaba (Japan),2:26:00
2014,Japan,marathon,female,Tomomi Tanaka (Japan),2:26:05
2014,k,800m,female,Margaret Wambui (Kenya),02:00.5
2014,k,marathon,female,Sharon Cherop (Kenya),2:23:44
2014,Kazakhstan,800m,female,Margarita Mukasheva (Kazakhstan),01:59.0
2014,Kenya,10000m,female,Sally Kipyego (Kenya),30:42.3
2014,Kenya,10000m,female,Betsy Saina (Kenya),30:57.3
2014,Kenya,10000m,female,Selly Chepyego (Kenya),31:28.1
2014,Kenya,10000m,female,Doricah Obare (Kenya),31:45.2
2014,Kenya,10000m,female,Florence Kiplagat (Kenya),31:48.6
2014,Kenya,10000m,female,Joyce Chepkirui (Kenya),32:09.4
2014,Kenya,10000m,female,Emily Chebet (Kenya),32:10.8
2014,Kenya,10000m,male,Paul Tanui (Kenya),26:49.4
2014,Kenya,10000m,male,Bedan Karoki (Kenya),26:52.4
2014,Kenya,10000m,male,Stephen Sambu (Kenya),26:54.6
2014,Kenya,10000m,male,Leonard Barsoton (Kenya),27:20.7
2014,Kenya,10000m,male,Emmanuel Bett (Kenya),27:21.6
2014,Kenya,10000m,male,James Mwangi (Kenya),27:23.7
2014,Kenya,10000m,male,William Sitonik (Kenya),27:25.6
2014,Kenya,10000m,male,Edward Waweru (Kenya),27:26.9
2014,Kenya,10000m,male,Jeremiah Thuku (Kenya),27:28.3
2014,Kenya,10000m,male,Kenneth Kipkemoi (Kenya),27:30.9
2014,Kenya,10000m,male,Bernard Kimani (Kenya),27:36.6
2014,Kenya,10000m,male,Shadrack Kipchirchir (Kenya),27:36.8
2014,Kenya,10000m,male,Patrick Mwaka (Kenya),27:37.7
2014,Kenya,10000m,male,Joseph Kamathi (Kenya),27:38.2
2014,Kenya,10000m,male,Paul Kuira (Kenya),27:40.4
2014,Kenya,10000m,male,Kennedy Kithuka (Kenya),27:41.7
2014,Kenya,10000m,male,Josphat Bett (Kenya),27:56.1
2014,Kenya,1500m,female,Hellen Obiri (Kenya),03:57.1
2014,Kenya,1500m,female,Faith Kipyegon (Kenya),03:58.0
2014,Kenya,1500m,female,Viola Kibiwot (Kenya),04:00.5
2014,Kenya,1500m,female,Eunice Sum (Kenya),04:01.5
2014,Kenya,1500m,female,Perine Nengampi (Kenya),04:04.0
2014,Kenya,1500m,female,Irene Jelagat (Kenya),04:04.1
2014,Kenya,1500m,female,Ann Mwangi (Kenya),04:05.2
2014,Kenya,1500m,male,Silas Kiplagat (Kenya),03:27.6
2014,Kenya,1500m,male,Asbel Kiprop (Kenya),03:28.5
2014,Kenya,1500m,male,Ronald Kwemoi (Kenya),03:28.8
2014,Kenya,1500m,male,James Magut (Kenya),03:30.6
2014,Kenya,1500m,male,Bethwel Birgen (Kenya),03:31.2
2014,Kenya,1500m,male,Vincent Kibet (Kenya),03:32.0
2014,Kenya,1500m,male,Collins Cheboi (Kenya),03:32.0
2014,Kenya,1500m,male,Nixon Chepseba (Kenya),03:34.6
2014,Kenya,1500m,male,Elijah Manangoi (Kenya),03:35.0
2014,Kenya,3000m Steeplechase,female,Milcah Chemos (Kenya),09:21.9
2014,Kenya,3000m Steeplechase,female,Hyven Jepkemoi (Kenya),09:22.6
2014,Kenya,3000m Steeplechase,female,Purity Kirui (Kenya),09:23.4
2014,Kenya,3000m Steeplechase,female,Lydia Chepkurui (Kenya),09:24.1
2014,Kenya,3000m Steeplechase,female,Joan Rotich (Kenya),09:33.3
2014,Kenya,3000m Steeplechase,male,Jairus Birech (Kenya),07:58.4
2014,Kenya,3000m Steeplechase,male,Ezekiel Kemboi (Kenya),08:04.1
2014,Kenya,3000m Steeplechase,male,Brimin Kipruto (Kenya),08:04.6
2014,Kenya,3000m Steeplechase,male,Paul K. Koech (Kenya),08:05.5
2014,Kenya,3000m Steeplechase,male,Hillary Yego (Kenya),08:09.1
2014,Kenya,3000m Steeplechase,male,Conseslus Kipruto (Kenya),08:09.8
2014,Kenya,3000m Steeplechase,male,Jonathan Ndiku (Kenya),08:10.4
2014,Kenya,3000m Steeplechase,male,Gilbert Kirui (Kenya),08:11.9
2014,Kenya,3000m Steeplechase,male,Bernard Nganga (Kenya),08:15.0
2014,Kenya,3000m Steeplechase,male,Abel Mutai (Kenya),08:15.8
2014,Kenya,3000m Steeplechase,male,Clement Kemboi (Kenya),08:17.0
2014,Kenya,3000m Steeplechase,male,Barnabas Kipyego (Kenya),08:17.0
2014,Kenya,3000m Steeplechase,male,Haron Lagat (Kenya),08:19.0
2014,Kenya,3000m Steeplechase,male,Lawrence Kemboi (Kenya),08:19.6
2014,Kenya,3000m Steeplechase,male,John Koech (Kenya),08:20.0
2014,Kenya,3000m Steeplechase,male,Titus Kibiego (Kenya),08:22.5
2014,Kenya,3000m Steeplechase,male,Hillary Kemboi (Kenya),08:23.6
2014,Kenya,3000m Steeplechase,male,Nelson Kipkogei (Kenya),08:24.4
2014,Kenya,5000m,female,Viola Kibiwot (Kenya),14:33.7
2014,Kenya,5000m,female,Sally Kipyego (Kenya),14:37.2
2014,Kenya,5000m,female,Betsy Saina (Kenya),14:39.5
2014,Kenya,5000m,female,Mercy Cherono (Kenya),14:43.1
2014,Kenya,5000m,female,Janet Kisa (Kenya),14:52.6
2014,Kenya,5000m,female,Agnes Tirop (Kenya),15:00.2
2014,Kenya,5000m,female,Irene Jelagat (Kenya),15:01.7
2014,Kenya,5000m,female,Selly Chepyego (Kenya),15:08.3
2014,Kenya,5000m,female,Margaret Muriuki (Kenya),15:10.4
2014,Kenya,5000m,female,Stacy Ndiwa (Kenya),15:15.1
2014,Kenya,5000m,female,Perine Nengampi (Kenya),15:16.5
2014,Kenya,5000m,male,Thomas Longosiwa (Kenya),12:56.2
2014,Kenya,5000m,male,Caleb Ndiku (Kenya),12:59.2
2014,Kenya,5000m,male,Edwin Soi (Kenya),12:59.8
2014,Kenya,5000m,male,Paul Tanui (Kenya),13:00.5
2014,Kenya,5000m,male,Lawi Lalang (Kenya),13:03.8
2014,Kenya,5000m,male,Sam Chelanga (Kenya),13:04.3
2014,Kenya,5000m,male,Augustine Choge (Kenya),13:06.1
2014,Kenya,5000m,male,Isiah Koech (Kenya),13:07.5
2014,Kenya,5000m,male,John Kipkoech (Kenya),13:07.6
2014,Kenya,5000m,male,Cornelius Kangogo (Kenya),13:11.1
2014,Kenya,5000m,male,Wilfred Kimitei (Kenya),13:12.7
2014,Kenya,5000m,male,Jonathan Ndiku (Kenya),13:12.9
2014,Kenya,5000m,male,Kenneth Kipkemoi (Kenya),13:13.2
2014,Kenya,5000m,male,Bernard Kimani (Kenya),13:14.6
2014,Kenya,800m,female,Eunice Sum (Kenya),01:57.9
2014,Kenya,800m,female,Janeth Jepkosgei (Kenya),01:58.7
2014,Kenya,800m,female,Agatha Kimaswai (Kenya),01:59.5
2014,Kenya,800m,male,Ferguson Cheruiyot (Kenya),01:42.8
2014,Kenya,800m,male,David Rudisha (Kenya),01:43.0
2014,Kenya,800m,male,Asbel Kiprop (Kenya),01:43.3
2014,Kenya,800m,male,Timothy Kitum (Kenya),01:43.7
2014,Kenya,800m,male,Alfred Kipketer (Kenya),01:44.0
2014,Kenya,800m,male,Job Kinyor (Kenya),01:44.6
2014,Kenya,800m,male,Robert Biwott (Kenya),01:44.7
2014,Kenya,800m,male,Anthony Chemut (Kenya),01:44.7
2014,Kenya,800m,male,Jeremiah Mutai (Kenya),01:44.9
2014,Kenya,800m,male,Joshua Masikonde (Kenya),01:45.1
2014,Kenya,800m,male,Eliud Rutto (Kenya),01:45.4
2014,Kenya,800m,male,Sammy Kirongo (Kenya),01:45.3
2014,Kenya,800m,male,Evans Kipkorir (Kenya),01:45.5
2014,Kenya,marathon,female,Edna Kiplagat (Kenya),2:20:21
2014,Kenya,marathon,female,Florence Kiplagat (Kenya),2:20:24
2014,Kenya,marathon,female,Filomena Cheyech (Kenya),2:22:44
2014,Kenya,marathon,female,Lucy Kabuu (Kenya),2:24:16
2014,Kenya,marathon,female,Caroline Rotich (Kenya),2:24:35
2014,Kenya,marathon,female,Mary Keitany (Kenya),2:25:07
2014,Kenya,marathon,female,Jemima Jelagat (Kenya),2:25:10
2014,Kenya,marathon,female,Emily Ngetich (Kenya),2:25:14
2014,Kenya,marathon,female,Caroline Kilel (Kenya),2:25:22
2014,Kenya,marathon,female,Janet Rono (Kenya),2:26:03
2014,Kenya,marathon,male,Dennis Kimetto (Kenya),2:02:57
2014,Kenya,marathon,male,Emmanuel Mutai (Kenya),2:03:13
2014,Kenya,marathon,male,Eliud Kipchoge (Kenya),2:04:11
2014,Kenya,marathon,male,Sammy Kitwara (Kenya),2:04:28
2014,Kenya,marathon,male,Wilson Kipsang (Kenya),2:04:29
2014,Kenya,marathon,male,Dickson Chumba (Kenya),2:04:32
2014,Kenya,marathon,male,Stanley Biwott (Kenya),2:04:55
2014,Kenya,marathon,male,Bernard Koech (Kenya),2:06:08
2014,Kenya,marathon,male,Bernard Kipyego (Kenya),2:06:22
2014,Kenya,marathon,male,Stephen Chemlany (Kenya),2:06:24
2014,Kenya,marathon,male,Geoffrey Kamworor (Kenya),2:06:39
2014,Kenya,marathon,male,Gilbert Kirwa (Kenya),2:06:44
2014,Kenya,marathon,male,Jonathan Maiyo (Kenya),2:06:47
2014,Kenya,marathon,male,Mark Kiptoo (Kenya),
2014,Kenya,marathon,male,Michael Kipyego (Kenya),2:06:58
2014,Kenya,marathon,male,Mike Kigen (Kenya),2:06:59
2014,Kenya,marathon,male,Eric Ndiema (Kenya),2:07:00
2014,Kenya,marathon,male,Peter Some (Kenya),2:07:05
2014,Kenya,marathon,male,Philemon Rono (Kenya),2:07:07
2014,Kenya,marathon,male,Gilbert Koech (Kenya),2:07:08
2014,Latvia,marathon,female,Je?ena Prokop?uka (Latvia),2:24:07
2014,Mexico,10000m,male,Juan Luis Barrios (Mexico),27:34.4
2014,Morocco,1500m,female,Rabab Arrafi (Morocco),04:02.7
2014,Morocco,1500m,female,Siham Hilali (Morocco),04:05.5
2014,Morocco,1500m,male,Abdelaati Iguider (Morocco),03:29.8
2014,Morocco,1500m,male,Sadik Mikhou (Morocco),03:33.5
2014,Morocco,1500m,male,Fouad El Kaam (Morocco),03:34.7
2014,Morocco,1500m,male,Yassine Bensghir (Morocco),03:34.8
2014,Morocco,1500m,male,Mohamed Moustaoui (Morocco),03:35.0
2014,Morocco,3000m Steeplechase,female,Salima Alami (Morocco),09:21.2
2014,Morocco,3000m Steeplechase,male,Hamid Ezzine (Morocco),08:14.3
2014,Morocco,3000m Steeplechase,male,Brahim Taleb (Morocco),08:15.5
2014,Morocco,3000m Steeplechase,male,Jaouad Chemlal (Morocco),08:20.9
2014,Morocco,5000m,male,Ilias Fifa (Morocco),13:14.9
2014,Morocco,800m,male,Nader Belhanbel (Morocco),01:45.4
2014,New Zealand,1500m,female,Nikki Hamblin (New Zealand),04:05.1
2014,New Zealand,1500m,male,Nick Willis (New Zealand),03:29.9
2014,New Zealand,1500m,male,Zane Robertson (New Zealand),03:34.2
2014,New Zealand,5000m,male,Zane Robertson (New Zealand),13:14.7
2014,Norway,1500m,female,Ingvill Måkestad Bovim (Norway),04:04.1
2014,Norway,1500m,male,Henrik Ingebrigtsen (Norway),03:31.5
2014,Poland,10000m,female,Karolina Jarzy?ska (Poland),32:03.6
2014,Poland,1500m,female,Renata Pli? (Poland),04:05.4
2014,Poland,3000m Steeplechase,female,Katarzyna Kowalska (Poland),09:36.6
2014,Poland,3000m Steeplechase,male,Krystian Zalewski (Poland),08:16.2
2014,Poland,3000m Steeplechase,male,Mateusz Demczyszak (Poland),08:22.4
2014,Poland,800m,female,Joanna Jó?wik (Poland),01:59.6
2014,Poland,800m,female,Angelika Cichocka (Poland),02:00.3
2014,Poland,800m,male,Adam Kszczot (Poland),01:44.0
2014,Poland,800m,male,Marcin Lewandowski (Poland),01:44.0
2014,Poland,800m,male,Artur Kuciapski (Poland),01:44.9
2014,Portugal,10000m,female,Jessica Augusto (Portugal),31:55.6
2014,Portugal,10000m,female,Sara Moreira (Portugal),32:01.4
2014,Portugal,marathon,female,Jessica Augusto (Portugal),2:24:25
2014,Portugal,marathon,female,Sara Moreira (Portugal),2:26:00
2014,Puerto Rico,800m,male,Wesley Vásquez (Puerto Rico),01:44.6
2014,Qatar,3000m Steeplechase,male,Ali Abubaker Kamal (Qatar),08:17.3
2014,Qatar,800m,male,Abdulrahman Musaeb Bala (Qatar),01:44.0
2014,Russia,10000m,female,Yelena Nagovitsyna (Russia),32:11.6
2014,Russia,10000m,female,Valentina Galimova (Russia),32:14.8
2014,Russia,1500m,female,Svetlana Karamasheva (Russia),04:04.5
2014,Russia,3000m Steeplechase,female,Natalya Aristarkhova (Russia),09:33.0
2014,Russia,3000m Steeplechase,female,Yekaterina Sokolenko (Russia),09:34.1
2014,Russia,3000m Steeplechase,female,Natalya Vlasova (Russia),09:34.2
2014,Russia,3000m Steeplechase,female,Yekaterina Doseykina (Russia),09:35.3
2014,Russia,3000m Steeplechase,male,Ilgizar Safiulin (Russia),08:20.3
2014,Russia,5000m,female,Yekaterina Korobkina (Russia),15:14.7
2014,Russia,800m,female,Yekaterina Poistogova (Russia),01:58.5
2014,Russia,800m,female,Svetlana Karamasheva (Russia),01:58.7
2014,Russia,800m,female,Svetlana Rogozina (Russia),01:59.5
2014,Russia,800m,female,Olga Lvova (Russia),01:59.9
2014,Russia,800m,female,Yekaterina Kupina (Russia),02:00.1
2014,Russia,marathon,female,Mariya Konovalova (Russia),2:23:43
2014,Saudi Arabia,800m,male,Abdulaziz Mohamed (Saudi Arabia),01:44.3
2014,Slovakia,800m,male,Jozef Rep?ík (Slovakia),01:45.4
2014,South Africa,1500m,male,Johan Cronje (South Africa),03:33.3
2014,South Africa,800m,male,André Olivier (South Africa),01:44.4
2014,Spain,1500m,female,Nuria Fernández (Spain),04:04.7
2014,Spain,3000m Steeplechase,female,Diana Martín (Spain),09:30.7
2014,Spain,3000m Steeplechase,male,Víctor García (Spain),08:17.4
2014,Spain,3000m Steeplechase,male,Sebastián Martos (Spain),08:18.3
2014,Sudan,800m,male,Abubaker Kaki (Sudan),01:44.1
2014,Sweden,1500m,female,Abeba Aregawi (Sweden),03:57.6
2014,Sweden,1500m,female,Meraf Bahta (Sweden),04:01.3
2014,Sweden,3000m Steeplechase,female,Charlotta Fougberg (Sweden),09:24.0
2014,Sweden,5000m,female,Meraf Bahta (Sweden),14:59.5
2014,Switzerland,3000m Steeplechase,female,Fabienne Schlumpf (Switzerland),09:37.8
